0.078,-0.48,0.922
0.078,-0.477,0.926
0.074,-0.48,0.926
0.074,-0.484,0.922
0.074,-0.477,0.922
0.078,-0.48,0.93
0.07,-0.477,0.926
0.082,-0.484,0.93
0.078,-0.48,0.926
0.074,-0.477,0.926
0.074,-0.477,0.926
0.07,-0.484,0.926
0.074,-0.484,0.926
0.074,-0.484,0.926
0.066,-0.488,0.922
0.066,-0.484,0.918
0.07,-0.48,0.922
0.066,-0.484,0.926
0.07,-0.48,0.922
0.07,-0.484,0.922
0.07,-0.484,0.922
0.07,-0.484,0.926
0.07,-0.484,0.918
0.074,-0.484,0.922
0.078,-0.48,0.926
0.078,-0.484,0.926
0.074,-0.484,0.926
0.074,-0.48,0.926
0.078,-0.48,0.926
0.07,-0.48,0.926
0.078,-0.477,0.93
0.078,-0.48,0.926
0.074,-0.48,0.918
0.078,-0.477,0.922
0.078,-0.477,0.922
0.078,-0.48,0.922
0.078,-0.48,0.926
0.078,-0.48,0.93
0.078,-0.477,0.93
0.082,-0.48,0.93
0.078,-0.477,0.93
0.082,-0.473,0.926
0.074,-0.48,0.926
0.074,-0.48,0.926
0.07,-0.477,0.922
0.07,-0.484,0.922
0.07,-0.484,0.922
0.078,-0.477,0.926
0.074,-0.48,0.922
0.078,-0.48,0.926
0.074,-0.484,0.922
0.078,-0.484,0.926
0.074,-0.477,0.926
0.07,-0.477,0.926
0.074,-0.477,0.926
0.07,-0.477,0.926
0.059,-0.477,0.926
0.07,-0.48,0.934
0.074,-0.477,0.93
0.07,-0.48,0.926
0.07,-0.48,0.926
0.07,-0.48,0.926
0.07,-0.48,0.926
0.074,-0.477,0.93
0.074,-0.473,0.926
0.074,-0.473,0.93
0.078,-0.469,0.93
0.074,-0.473,0.922
0.074,-0.477,0.926
0.07,-0.477,0.93
0.07,-0.477,0.926
0.066,-0.48,0.926
0.074,-0.477,0.93
0.07,-0.473,0.93
0.07,-0.477,0.93
0.074,-0.477,0.93
0.074,-0.477,0.926
0.074,-0.48,0.926
0.074,-0.477,0.926
0.074,-0.473,0.926
0.074,-0.473,0.93
0.07,-0.48,0.93
0.07,-0.48,0.93
0.078,-0.477,0.93
0.074,-0.477,0.93
0.074,-0.477,0.93
0.07,-0.484,0.93
0.066,-0.484,0.93
0.07,-0.48,0.926
0.07,-0.48,0.926
0.07,-0.48,0.926
0.07,-0.48,0.918
0.07,-0.484,0.922
0.063,-0.484,0.926
0.066,-0.477,0.922
0.07,-0.477,0.922
0.07,-0.477,0.922
0.07,-0.477,0.922
0.078,-0.473,0.926
0.078,-0.473,0.926
0.074,-0.477,0.93
0.082,-0.477,0.926
0.074,-0.48,0.926
0.074,-0.477,0.93
0.07,-0.48,0.93
0.066,-0.484,0.926
0.059,-0.477,0.926
0.078,-0.477,0.926
0.074,-0.477,0.926
0.078,-0.48,0.926
0.074,-0.48,0.926
0.074,-0.48,0.926
0.074,-0.48,0.926
0.074,-0.48,0.926
0.078,-0.48,0.93
0.078,-0.477,0.93
0.078,-0.473,0.93
0.074,-0.473,0.926
0.07,-0.477,0.926
0.066,-0.477,0.926
0.063,-0.477,0.926
0.07,-0.477,0.922
0.074,-0.48,0.926
0.074,-0.477,0.926
0.074,-0.48,0.926
0.082,-0.477,0.926
0.078,-0.473,0.926
0.074,-0.473,0.926
0.074,-0.484,0.93
0.07,-0.48,0.93
0.066,-0.48,0.93
0.07,-0.484,0.93
0.078,-0.473,0.926
0.074,-0.473,0.926
0.07,-0.477,0.926
0.07,-0.473,0.934
0.078,-0.469,0.93
0.078,-0.473,0.93
0.082,-0.473,0.93
0.078,-0.473,0.926
0.074,-0.473,0.926
0.07,-0.477,0.926
0.07,-0.473,0.926
0.07,-0.473,0.93
0.074,-0.473,0.93
0.07,-0.469,0.93
0.066,-0.473,0.926
0.063,-0.477,0.926
0.059,-0.477,0.926
0.066,-0.473,0.926
0.07,-0.469,0.926
0.07,-0.473,0.926
0.07,-0.48,0.926
0.078,-0.473,0.93
0.078,-0.473,0.926
0.074,-0.477,0.926
0.066,-0.477,0.926
0.074,-0.484,0.93
0.074,-0.477,0.93
0.074,-0.473,0.926
0.074,-0.477,0.93
0.07,-0.473,0.926
0.07,-0.473,0.93
0.066,-0.477,0.926
0.07,-0.473,0.93
0.066,-0.477,0.926
0.074,-0.477,0.918
0.074,-0.477,0.922
0.078,-0.477,0.926
0.082,-0.473,0.922
0.07,-0.48,0.926
0.07,-0.488,0.926
0.07,-0.492,0.922
0.078,-0.488,0.926
0.082,-0.48,0.93
0.086,-0.477,0.926
0.078,-0.48,0.926
0.074,-0.48,0.922
0.07,-0.477,0.926
0.07,-0.477,0.926
0.074,-0.473,0.922
0.063,-0.48,0.922
0.066,-0.484,0.922
0.066,-0.48,0.922
0.07,-0.477,0.922
0.074,-0.477,0.926
0.082,-0.484,0.926
0.082,-0.48,0.926
0.082,-0.48,0.926
0.078,-0.484,0.926
0.082,-0.48,0.926
0.078,-0.477,0.93
0.078,-0.477,0.926
0.078,-0.473,0.93
0.074,-0.469,0.926
0.066,-0.473,0.926
0.07,-0.477,0.922
0.07,-0.477,0.922
0.078,-0.477,0.926
0.078,-0.473,0.926
0.078,-0.477,0.926
0.078,-0.473,0.93
0.078,-0.473,0.926
0.074,-0.477,0.93
0.074,-0.477,0.926
0.074,-0.484,0.922
0.066,-0.477,0.922
0.07,-0.48,0.926
0.078,-0.48,0.918
0.074,-0.477,0.922
0.07,-0.477,0.926
0.07,-0.477,0.922
0.07,-0.473,0.922
0.07,-0.469,0.926
0.074,-0.473,0.93
0.07,-0.473,0.93
0.066,-0.469,0.93
0.063,-0.469,0.93
0.07,-0.473,0.93
0.074,-0.469,0.93
0.074,-0.473,0.93
0.07,-0.473,0.93
0.078,-0.469,0.93
0.078,-0.465,0.93
0.074,-0.465,0.93
0.07,-0.469,0.93
0.074,-0.473,0.93
0.074,-0.477,0.93
0.078,-0.477,0.93
0.078,-0.473,0.926
0.078,-0.473,0.926
0.078,-0.477,0.934
0.078,-0.469,0.93
0.082,-0.465,0.93
0.082,-0.461,0.934
0.078,-0.461,0.93
0.074,-0.465,0.93
0.07,-0.465,0.93
0.074,-0.469,0.926
0.07,-0.473,0.918
0.07,-0.473,0.922
0.074,-0.469,0.922
0.074,-0.473,0.922
0.07,-0.465,0.93
0.07,-0.469,0.926
0.074,-0.469,0.926
0.078,-0.465,0.926
0.07,-0.469,0.926
0.074,-0.469,0.926
0.082,-0.469,0.93
0.086,-0.469,0.93
0.086,-0.469,0.93
0.082,-0.473,0.93
0.078,-0.477,0.926
0.074,-0.469,0.93
0.082,-0.465,0.934
0.066,-0.453,0.93
0.082,-0.461,0.934
0.078,-0.465,0.93
0.074,-0.465,0.926
0.078,-0.461,0.934
0.078,-0.461,0.941
0.074,-0.465,0.938
0.078,-0.465,0.938
0.078,-0.461,0.934
0.074,-0.453,0.93
0.074,-0.457,0.93
0.086,-0.461,0.934
0.09,-0.453,0.93
0.082,-0.457,0.93
0.086,-0.457,0.93
0.09,-0.457,0.93
0.09,-0.457,0.934
0.086,-0.453,0.938
0.09,-0.445,0.941
0.086,-0.441,0.953
0.09,-0.434,0.949
0.086,-0.438,0.949
0.086,-0.438,0.949
0.086,-0.43,0.949
0.082,-0.426,0.949
0.082,-0.426,0.949
0.078,-0.438,0.949
0.082,-0.426,0.953
0.082,-0.422,0.957
0.082,-0.422,0.961
0.082,-0.422,0.961
0.086,-0.422,0.961
0.09,-0.422,0.961
0.086,-0.418,0.965
0.082,-0.418,0.965
0.086,-0.418,0.965
0.086,-0.406,0.961
0.078,-0.418,0.961
0.078,-0.41,0.957
0.07,-0.406,0.957
0.07,-0.406,0.957
0.063,-0.406,0.961
0.066,-0.41,0.965
0.063,-0.414,0.965
0.066,-0.41,0.965
0.066,-0.406,0.965
0.059,-0.406,0.965
0.059,-0.406,0.965
0.059,-0.41,0.961
0.059,-0.406,0.965
0.055,-0.402,0.961
0.055,-0.406,0.961
0.055,-0.406,0.961
0.055,-0.406,0.961
0.055,-0.406,0.965
0.059,-0.406,0.965
0.059,-0.41,0.961
0.055,-0.406,0.961
0.055,-0.41,0.965
0.051,-0.406,0.961
0.051,-0.418,0.961
0.047,-0.418,0.961
0.039,-0.418,0.961
0.047,-0.418,0.961
0.051,-0.418,0.953
0.051,-0.418,0.953
0.051,-0.414,0.957
0.051,-0.41,0.957
0.051,-0.414,0.961
0.055,-0.41,0.961
0.059,-0.41,0.965
0.055,-0.414,0.961
0.059,-0.414,0.965
0.055,-0.41,0.961
0.055,-0.414,0.957
0.055,-0.41,0.961
0.059,-0.406,0.961
0.055,-0.402,0.961
0.055,-0.402,0.965
0.055,-0.398,0.965
0.047,-0.402,0.965
0.047,-0.402,0.965
0.039,-0.402,0.965
0.035,-0.398,0.969
0.035,-0.395,0.965
0.027,-0.395,0.961
0.027,-0.391,0.961
0.027,-0.387,0.961
0.023,-0.387,0.957
0.023,-0.391,0.957
0.016,-0.395,0.961
0.016,-0.391,0.961
0.02,-0.391,0.961
0.02,-0.391,0.965
0.012,-0.395,0.973
0.012,-0.406,0.977
0.012,-0.414,0.984
0.012,-0.426,0.988
0.012,-0.438,0.992
0.016,-0.449,0.996
0.008,-0.457,0.992
0.02,-0.461,0.98
0.02,-0.465,0.969
0.016,-0.473,0.953
0.012,-0.477,0.938
0.004,-0.473,0.926
-0.004,-0.465,0.918
-0.008,-0.461,0.914
-0.016,-0.461,0.914
-0.023,-0.453,0.906
-0.031,-0.453,0.914
-0.035,-0.453,0.922
-0.047,-0.453,0.93
-0.063,-0.453,0.934
-0.066,-0.453,0.941
-0.074,-0.453,0.941
-0.082,-0.461,0.949
-0.094,-0.477,0.949
-0.094,-0.484,0.949
-0.098,-0.5,0.945
-0.09,-0.508,0.941
-0.082,-0.512,0.938
-0.078,-0.516,0.93
-0.066,-0.512,0.93
-0.07,-0.508,0.93
-0.07,-0.508,0.93
-0.07,-0.504,0.922
-0.074,-0.504,0.922
-0.074,-0.5,0.918
-0.074,-0.492,0.906
-0.082,-0.484,0.906
-0.082,-0.484,0.902
-0.09,-0.484,0.898
-0.094,-0.484,0.895
-0.102,-0.488,0.895
-0.105,-0.488,0.895
-0.109,-0.492,0.895
-0.109,-0.492,0.895
-0.109,-0.492,0.895
-0.109,-0.496,0.898
-0.105,-0.496,0.898
-0.094,-0.496,0.906
-0.094,-0.492,0.902
-0.094,-0.484,0.91
-0.086,-0.477,0.902
-0.086,-0.469,0.902
-0.09,-0.465,0.902
-0.09,-0.465,0.91
-0.086,-0.453,0.914
-0.082,-0.441,0.914
-0.09,-0.43,0.91
-0.09,-0.441,0.914
-0.09,-0.445,0.91
-0.094,-0.449,0.91
-0.098,-0.461,0.941
-0.09,-0.504,0.969
-0.063,-0.559,0.973
-0.004,-0.57,0.984
0.063,-0.543,1.031
0.109,-0.527,1.07
0.137,-0.527,1.078
0.152,-0.516,1.09
0.148,-0.477,1.102
0.129,-0.445,1.098
0.098,-0.438,1.09
0.066,-0.441,1.074
0.051,-0.457,1.059
0.039,-0.469,1.039
0.051,-0.469,1.023
0.066,-0.473,1.008
0.086,-0.473,1
0.098,-0.453,0.996
0.105,-0.43,0.98
0.109,-0.406,0.961
0.105,-0.395,0.941
0.109,-0.371,0.914
0.113,-0.348,0.902
0.113,-0.328,0.895
0.113,-0.316,0.891
0.121,-0.316,0.898
0.129,-0.313,0.914
0.141,-0.316,0.914
0.156,-0.316,0.922
0.168,-0.324,0.93
0.176,-0.336,0.938
0.188,-0.355,0.945
0.184,-0.367,0.953
0.172,-0.379,0.953
0.16,-0.391,0.957
0.148,-0.402,0.961
0.141,-0.41,0.961
0.129,-0.418,0.957
0.121,-0.414,0.961
0.109,-0.41,0.953
0.105,-0.41,0.945
0.102,-0.418,0.934
0.105,-0.426,0.93
0.113,-0.422,0.926
0.117,-0.422,0.918
0.113,-0.426,0.922
0.105,-0.434,0.918
0.113,-0.434,0.918
0.117,-0.426,0.91
0.109,-0.426,0.906
0.105,-0.43,0.902
0.102,-0.434,0.898
0.098,-0.441,0.898
0.094,-0.449,0.898
0.094,-0.453,0.898
0.094,-0.457,0.895
0.102,-0.457,0.891
0.109,-0.449,0.891
0.113,-0.441,0.887
0.121,-0.43,0.879
0.129,-0.422,0.879
0.137,-0.41,0.875
0.141,-0.398,0.883
0.145,-0.379,0.879
0.145,-0.363,0.883
0.141,-0.355,0.891
0.137,-0.355,0.895
0.129,-0.363,0.898
0.125,-0.375,0.898
0.125,-0.383,0.898
0.113,-0.383,0.898
0.109,-0.402,0.906
0.102,-0.43,0.93
0.09,-0.473,0.977
0.082,-0.555,1.047
0.051,-0.656,1.086
-0.016,-0.668,1.098
-0.078,-0.578,1.105
-0.098,-0.469,1.121
-0.078,-0.43,1.125
-0.051,-0.441,1.133
-0.02,-0.445,1.129
0.008,-0.438,1.109
0.027,-0.438,1.082
0.027,-0.445,1.051
0.004,-0.441,1.02
-0.023,-0.418,0.992
-0.055,-0.402,0.98
-0.082,-0.371,0.977
-0.105,-0.348,0.977
-0.129,-0.32,0.973
-0.148,-0.297,0.973
-0.145,-0.281,0.984
-0.129,-0.273,1
-0.117,-0.277,1.008
-0.102,-0.281,1.023
-0.098,-0.285,1.031
-0.074,-0.301,1.043
-0.059,-0.313,1.043
-0.055,-0.324,1.043
-0.059,-0.332,1.035
-0.055,-0.344,1.027
-0.059,-0.352,1.012
-0.066,-0.359,1
-0.078,-0.371,0.992
-0.094,-0.379,0.977
-0.098,-0.379,0.969
-0.078,-0.383,0.965
-0.059,-0.383,0.961
-0.047,-0.379,0.965
-0.039,-0.375,0.961
-0.039,-0.375,0.957
-0.039,-0.371,0.953
-0.035,-0.371,0.949
-0.031,-0.367,0.945
-0.035,-0.375,0.938
-0.039,-0.383,0.926
-0.039,-0.395,0.914
-0.043,-0.398,0.91
-0.051,-0.395,0.902
-0.055,-0.398,0.898
-0.063,-0.406,0.895
-0.063,-0.41,0.891
-0.066,-0.41,0.891
-0.066,-0.402,0.895
-0.066,-0.402,0.902
-0.07,-0.402,0.902
-0.078,-0.398,0.902
-0.086,-0.402,0.898
-0.094,-0.406,0.898
-0.102,-0.414,0.898
-0.102,-0.43,0.898
-0.102,-0.441,0.898
-0.098,-0.449,0.898
-0.098,-0.457,0.898
-0.094,-0.465,0.906
-0.086,-0.473,0.906
-0.078,-0.477,0.91
-0.074,-0.477,0.922
-0.07,-0.477,0.926
-0.055,-0.473,0.93
-0.047,-0.469,0.938
-0.043,-0.465,0.953
-0.043,-0.469,0.98
-0.043,-0.512,1.027
-0.035,-0.59,1.09
-0.004,-0.695,1.129
0.09,-0.766,1.137
0.211,-0.711,1.121
0.293,-0.586,1.125
0.301,-0.48,1.121
0.27,-0.414,1.098
0.223,-0.375,1.066
0.172,-0.359,1.031
0.113,-0.363,0.992
0.078,-0.375,0.949
0.055,-0.387,0.922
0.055,-0.395,0.906
0.078,-0.387,0.902
0.113,-0.359,0.914
0.148,-0.316,0.93
0.172,-0.273,0.945
0.191,-0.23,0.957
0.195,-0.211,0.973
0.199,-0.199,0.98
0.176,-0.203,0.988
0.152,-0.223,0.992
0.133,-0.25,0.992
0.109,-0.285,0.992
0.094,-0.305,0.984
0.086,-0.32,0.973
0.086,-0.32,0.961
0.09,-0.324,0.961
0.098,-0.32,0.953
0.105,-0.316,0.949
0.102,-0.316,0.949
0.098,-0.316,0.953
0.09,-0.313,0.953
0.09,-0.313,0.949
0.09,-0.316,0.953
0.098,-0.316,0.953
0.105,-0.324,0.953
0.105,-0.324,0.953
0.102,-0.332,0.949
0.109,-0.348,0.949
0.113,-0.352,0.945
0.109,-0.359,0.941
0.109,-0.359,0.934
0.113,-0.359,0.941
0.105,-0.367,0.941
0.113,-0.379,0.941
0.117,-0.379,0.934
0.133,-0.387,0.93
0.145,-0.387,0.922
0.148,-0.375,0.918
0.16,-0.352,0.926
0.164,-0.328,0.938
0.18,-0.32,0.957
0.191,-0.313,0.961
0.191,-0.313,0.965
0.184,-0.313,0.961
0.176,-0.324,0.953
0.18,-0.332,0.941
0.172,-0.344,0.941
0.168,-0.367,0.941
0.164,-0.395,0.945
0.148,-0.441,0.992
0.129,-0.523,1.047
0.09,-0.621,1.078
0.016,-0.656,1.098
-0.059,-0.59,1.117
-0.098,-0.496,1.125
-0.102,-0.438,1.125
-0.086,-0.414,1.113
-0.066,-0.406,1.078
-0.047,-0.406,1.047
-0.039,-0.418,1.004
-0.043,-0.441,0.965
-0.059,-0.461,0.934
-0.082,-0.461,0.91
-0.102,-0.441,0.898
-0.113,-0.414,0.895
-0.117,-0.387,0.902
-0.117,-0.367,0.91
-0.125,-0.352,0.93
-0.121,-0.34,0.945
-0.113,-0.348,0.953
-0.102,-0.352,0.953
-0.09,-0.363,0.953
-0.086,-0.371,0.957
-0.078,-0.383,0.961
-0.074,-0.402,0.965
-0.07,-0.43,0.965
-0.063,-0.445,0.961
-0.055,-0.449,0.961
-0.039,-0.449,0.957
-0.031,-0.445,0.949
-0.031,-0.438,0.949
-0.035,-0.441,0.953
-0.039,-0.445,0.949
-0.039,-0.445,0.949
-0.035,-0.445,0.941
-0.023,-0.445,0.941
-0.016,-0.449,0.941
-0.008,-0.445,0.938
-0.008,-0.445,0.938
-0.012,-0.445,0.934
-0.004,-0.449,0.934
-0.004,-0.449,0.926
0,-0.449,0.922
-0.004,-0.449,0.918
-0.012,-0.453,0.914
-0.016,-0.449,0.906
-0.023,-0.438,0.902
-0.027,-0.434,0.898
-0.031,-0.43,0.898
-0.035,-0.434,0.898
-0.043,-0.438,0.891
-0.047,-0.441,0.879
-0.051,-0.434,0.875
-0.059,-0.426,0.875
-0.066,-0.41,0.887
-0.07,-0.402,0.895
-0.082,-0.402,0.914
-0.09,-0.414,0.918
-0.09,-0.422,0.918
-0.082,-0.426,0.91
-0.07,-0.43,0.91
-0.066,-0.434,0.91
-0.055,-0.438,0.914
-0.051,-0.445,0.914
-0.043,-0.453,0.914
-0.031,-0.457,0.922
-0.031,-0.465,0.941
-0.023,-0.5,0.98
-0.004,-0.563,1.023
0.027,-0.625,1.07
0.082,-0.672,1.121
0.152,-0.695,1.152
0.211,-0.66,1.156
0.234,-0.578,1.156
0.207,-0.5,1.141
0.168,-0.453,1.109
0.129,-0.43,1.055
0.09,-0.41,1.004
0.059,-0.395,0.945
0.035,-0.395,0.895
0.035,-0.406,0.855
0.07,-0.414,0.828
0.113,-0.398,0.824
0.152,-0.383,0.836
0.188,-0.363,0.863
0.211,-0.34,0.887
0.227,-0.328,0.914
0.238,-0.313,0.93
0.23,-0.305,0.949
0.211,-0.309,0.957
0.195,-0.332,0.977
0.18,-0.352,0.98
0.164,-0.367,0.973
0.152,-0.379,0.969
0.145,-0.398,0.969
0.145,-0.422,0.965
0.145,-0.438,0.945
0.148,-0.449,0.934
0.148,-0.445,0.922
0.145,-0.445,0.918
0.141,-0.441,0.914
0.141,-0.434,0.91
0.141,-0.426,0.914
0.141,-0.426,0.91
0.141,-0.414,0.91
0.141,-0.402,0.91
0.141,-0.406,0.91
0.145,-0.414,0.906
0.141,-0.422,0.902
0.137,-0.422,0.898
0.133,-0.422,0.895
0.133,-0.434,0.895
0.125,-0.434,0.895
0.125,-0.43,0.891
0.137,-0.434,0.891
0.137,-0.43,0.895
0.137,-0.43,0.895
0.145,-0.426,0.895
0.145,-0.422,0.891
0.152,-0.41,0.883
0.164,-0.398,0.879
0.176,-0.391,0.898
0.184,-0.383,0.918
0.191,-0.379,0.934
0.191,-0.359,0.941
0.191,-0.348,0.949
0.195,-0.348,0.945
0.199,-0.359,0.941
0.195,-0.371,0.934
0.184,-0.379,0.926
0.168,-0.391,0.922
0.16,-0.422,0.93
0.156,-0.477,0.965
0.148,-0.566,1.02
0.129,-0.648,1.055
0.086,-0.656,1.082
0.039,-0.598,1.117
0.008,-0.531,1.145
0,-0.473,1.145
-0.004,-0.43,1.145
0.02,-0.406,1.133
0.035,-0.402,1.102
0.047,-0.418,1.055
0.043,-0.445,1.004
0.027,-0.453,0.965
-0.004,-0.438,0.93
-0.035,-0.414,0.91
-0.059,-0.395,0.902
-0.078,-0.371,0.902
-0.09,-0.344,0.91
-0.098,-0.328,0.926
-0.086,-0.316,0.941
-0.074,-0.313,0.953
-0.059,-0.324,0.961
-0.047,-0.34,0.965
-0.043,-0.355,0.973
-0.043,-0.375,0.98
-0.043,-0.391,0.977
-0.047,-0.406,0.969
-0.039,-0.414,0.965
-0.035,-0.422,0.957
-0.039,-0.426,0.945
-0.035,-0.441,0.934
-0.039,-0.445,0.922
-0.035,-0.449,0.926
-0.031,-0.453,0.93
-0.023,-0.445,0.934
-0.016,-0.438,0.934
-0.012,-0.426,0.934
0,-0.418,0.934
0.004,-0.414,0.934
0.004,-0.422,0.938
0.008,-0.426,0.93
0.004,-0.438,0.918
0.004,-0.441,0.914
-0.004,-0.449,0.906
-0.008,-0.449,0.902
-0.016,-0.453,0.898
-0.02,-0.453,0.902
-0.023,-0.449,0.898
-0.027,-0.445,0.895
-0.031,-0.445,0.895
-0.035,-0.449,0.895
