x_acc,y_acc,z_acc
-0.066,-0.605,0.832
-0.07,-0.602,0.828
-0.074,-0.594,0.832
-0.082,-0.586,0.84
-0.086,-0.578,0.844
-0.094,-0.582,0.848
-0.102,-0.578,0.852
-0.109,-0.578,0.855
-0.117,-0.578,0.855
-0.133,-0.586,0.859
-0.137,-0.586,0.859
-0.141,-0.574,0.859
-0.137,-0.566,0.855
-0.129,-0.563,0.855
-0.117,-0.555,0.855
-0.113,-0.559,0.848
-0.102,-0.551,0.848
-0.086,-0.551,0.852
-0.07,-0.539,0.871
-0.055,-0.523,0.898
-0.055,-0.523,0.922
-0.066,-0.527,0.93
-0.086,-0.523,0.93
-0.098,-0.516,0.926
-0.082,-0.484,0.926
-0.043,-0.434,0.926
0.0,-0.391,0.941
0.047,-0.371,0.957
0.098,-0.367,0.973
0.129,-0.375,0.988
0.141,-0.395,0.996
0.145,-0.414,1.0
0.141,-0.43,1.0
0.129,-0.449,0.996
0.113,-0.453,0.977
0.098,-0.434,0.969
0.098,-0.41,0.957
0.105,-0.387,0.941
0.102,-0.379,0.93
0.105,-0.383,0.922
0.113,-0.395,0.906
0.109,-0.41,0.902
0.113,-0.414,0.895
0.113,-0.41,0.887
0.113,-0.406,0.883
0.129,-0.414,0.891
0.133,-0.414,0.883
0.141,-0.41,0.879
0.148,-0.418,0.883
0.148,-0.422,0.879
0.148,-0.434,0.879
0.145,-0.445,0.883
0.133,-0.457,0.883
0.125,-0.469,0.891
0.109,-0.484,0.895
0.102,-0.5,0.898
0.082,-0.512,0.902
0.07,-0.52,0.902
0.063,-0.523,0.906
0.055,-0.52,0.914
0.047,-0.512,0.914
0.039,-0.516,0.91
0.031,-0.523,0.91
0.027,-0.523,0.902
0.031,-0.527,0.895
0.027,-0.527,0.891
0.027,-0.527,0.891
0.035,-0.523,0.883
0.043,-0.531,0.875
0.051,-0.543,0.867
0.051,-0.563,0.863
0.059,-0.574,0.867
0.059,-0.586,0.875
0.074,-0.586,0.895
0.09,-0.59,0.918
0.109,-0.594,0.93
0.125,-0.594,0.941
0.141,-0.594,0.945
0.148,-0.594,0.949
0.148,-0.598,0.969
0.156,-0.609,0.992
0.168,-0.625,1.023
0.16,-0.66,1.051
0.129,-0.699,1.078
0.074,-0.723,1.102
0.023,-0.719,1.121
0.0,-0.668,1.145
0.0,-0.566,1.164
0.016,-0.445,1.191
0.023,-0.355,1.18
0.012,-0.309,1.113
-0.027,-0.277,1.027
-0.074,-0.262,0.938
-0.121,-0.258,0.871
-0.164,-0.262,0.832
-0.18,-0.293,0.828
-0.191,-0.324,0.836
-0.203,-0.371,0.836
-0.211,-0.422,0.844
-0.207,-0.457,0.852
-0.203,-0.492,0.867
-0.176,-0.516,0.871
-0.129,-0.508,0.863
-0.074,-0.484,0.859
-0.035,-0.438,0.863
-0.023,-0.402,0.871
-0.031,-0.395,0.871
-0.047,-0.402,0.863
-0.063,-0.406,0.855
-0.074,-0.41,0.848
-0.09,-0.418,0.84
-0.102,-0.43,0.844
-0.109,-0.445,0.84
-0.121,-0.473,0.828
-0.125,-0.488,0.816
-0.121,-0.5,0.797
-0.117,-0.504,0.789
-0.113,-0.516,0.785
-0.113,-0.523,0.77
-0.113,-0.527,0.762
