x_acc,y_acc,z_acc
0.145,-0.871,0.621
0.145,-0.871,0.613
0.152,-0.871,0.609
0.16,-0.875,0.594
0.164,-0.887,0.578
0.176,-0.895,0.555
0.195,-0.883,0.539
0.207,-0.871,0.523
0.207,-0.867,0.508
0.203,-0.867,0.5
0.184,-0.875,0.484
0.172,-0.871,0.473
0.156,-0.859,0.465
0.148,-0.852,0.457
0.133,-0.844,0.457
0.125,-0.84,0.453
0.109,-0.84,0.453
0.09,-0.84,0.457
0.078,-0.836,0.461
0.074,-0.832,0.461
0.074,-0.832,0.461
0.082,-0.836,0.465
0.07,-0.84,0.465
0.078,-0.84,0.477
0.09,-0.844,0.492
0.098,-0.828,0.5
0.102,-0.82,0.52
0.094,-0.813,0.535
0.09,-0.813,0.551
0.078,-0.82,0.563
0.066,-0.832,0.582
0.047,-0.836,0.59
0.023,-0.82,0.602
0.008,-0.816,0.613
-0.012,-0.824,0.621
-0.02,-0.844,0.633
-0.012,-0.863,0.641
0.008,-0.887,0.652
0.023,-0.941,0.652
0.043,-1.027,0.668
0.086,-1.105,0.688
0.156,-1.098,0.723
0.215,-1.059,0.754
0.227,-1.035,0.762
0.191,-1.027,0.75
0.137,-1.012,0.727
0.105,-0.977,0.707
0.102,-0.934,0.691
0.125,-0.879,0.68
0.172,-0.809,0.664
0.215,-0.738,0.66
0.262,-0.68,0.664
0.301,-0.656,0.672
0.328,-0.672,0.68
0.348,-0.699,0.691
0.348,-0.715,0.707
0.332,-0.73,0.715
0.305,-0.746,0.719
0.289,-0.77,0.711
0.273,-0.797,0.695
0.25,-0.813,0.676
0.223,-0.82,0.656
0.18,-0.824,0.645
0.145,-0.836,0.633
0.117,-0.84,0.625
0.102,-0.844,0.617
0.094,-0.844,0.602
0.098,-0.836,0.586
0.109,-0.82,0.563
0.117,-0.801,0.531
0.121,-0.781,0.504
0.129,-0.762,0.48
0.125,-0.742,0.453
0.137,-0.723,0.441
0.145,-0.699,0.43
0.148,-0.684,0.414
0.148,-0.668,0.398
0.148,-0.648,0.395
0.145,-0.637,0.395
0.148,-0.633,0.402
0.164,-0.641,0.422
0.184,-0.648,0.445
0.207,-0.652,0.48
0.23,-0.66,0.512
0.258,-0.656,0.543
0.281,-0.66,0.578
0.301,-0.676,0.598
0.313,-0.727,0.605
0.328,-0.789,0.598
0.34,-0.836,0.602
0.355,-0.855,0.586
0.371,-0.859,0.578
0.395,-0.879,0.594
0.43,-0.992,0.602
0.473,-1.258,0.547
0.445,-1.426,0.543
0.289,-1.258,0.656
0.105,-1.051,0.73
0.008,-0.938,0.75
0.008,-0.883,0.754
0.066,-0.867,0.754
0.137,-0.871,0.754
0.172,-0.906,0.734
0.168,-0.945,0.723
