x_acc,y_acc,z_acc
0.051,-0.738,0.637
0.012,-0.719,0.633
-0.016,-0.73,0.621
-0.047,-0.766,0.613
-0.082,-0.801,0.609
-0.109,-0.824,0.641
-0.133,-0.82,0.66
-0.145,-0.809,0.68
-0.148,-0.789,0.699
-0.156,-0.781,0.707
-0.152,-0.785,0.707
-0.148,-0.813,0.711
-0.152,-0.832,0.707
-0.145,-0.844,0.699
-0.141,-0.855,0.699
-0.125,-0.859,0.695
-0.109,-0.852,0.684
-0.09,-0.84,0.68
-0.078,-0.816,0.676
-0.07,-0.801,0.668
-0.063,-0.805,0.648
-0.059,-0.813,0.629
-0.055,-0.82,0.605
-0.047,-0.816,0.598
-0.051,-0.816,0.594
-0.063,-0.809,0.594
-0.07,-0.801,0.586
-0.078,-0.789,0.586
-0.082,-0.789,0.59
-0.078,-0.793,0.594
-0.086,-0.797,0.594
-0.086,-0.797,0.602
-0.09,-0.809,0.605
-0.102,-0.813,0.609
-0.109,-0.816,0.609
-0.117,-0.813,0.609
-0.125,-0.801,0.602
-0.125,-0.805,0.605
-0.129,-0.816,0.605
-0.125,-0.844,0.602
-0.121,-0.859,0.594
-0.113,-0.863,0.59
-0.105,-0.852,0.582
-0.098,-0.828,0.566
-0.094,-0.82,0.543
-0.105,-0.836,0.539
-0.117,-0.84,0.535
-0.137,-0.844,0.531
-0.152,-0.859,0.555
-0.172,-0.891,0.586
-0.172,-0.941,0.617
-0.148,-1.016,0.656
-0.117,-1.082,0.695
-0.074,-1.098,0.727
-0.063,-1.047,0.75
-0.059,-0.957,0.773
-0.086,-0.875,0.77
-0.094,-0.836,0.758
-0.066,-0.828,0.73
-0.008,-0.816,0.688
0.051,-0.781,0.656
0.105,-0.727,0.633
0.152,-0.688,0.621
0.172,-0.68,0.629
0.18,-0.719,0.633
0.156,-0.797,0.633
0.105,-0.875,0.629
0.063,-0.938,0.629
0.035,-0.969,0.633
0.02,-0.961,0.637
0.008,-0.938,0.641
-0.012,-0.906,0.645
-0.027,-0.867,0.645
-0.023,-0.824,0.652
-0.016,-0.793,0.652
0.0,-0.773,0.652
0.004,-0.77,0.633
0.012,-0.773,0.605
0.008,-0.781,0.582
0.008,-0.789,0.559
0.004,-0.797,0.547
-0.004,-0.797,0.539
-0.008,-0.785,0.535
-0.008,-0.781,0.539
0.0,-0.77,0.539
0.008,-0.754,0.543
0.023,-0.766,0.559
0.031,-0.762,0.566
0.027,-0.75,0.57
0.027,-0.742,0.57
0.023,-0.738,0.574
0.02,-0.738,0.578
0.023,-0.73,0.582
0.043,-0.723,0.586
0.063,-0.723,0.59
0.074,-0.734,0.598
0.078,-0.754,0.605
0.07,-0.77,0.609
0.063,-0.801,0.602
0.063,-0.824,0.586
0.066,-0.852,0.566
0.078,-0.855,0.566
0.094,-0.852,0.57
0.105,-0.863,0.586
0.102,-0.891,0.602
0.086,-0.922,0.625
0.059,-0.938,0.648
0.035,-0.961,0.664
0.012,-1.02,0.684
-0.023,-1.125,0.688
-0.07,-1.238,0.688
-0.117,-1.285,0.688
-0.145,-1.238,0.699
-0.145,-1.105,0.711
-0.109,-0.918,0.715
-0.063,-0.742,0.699
-0.027,-0.625,0.66
-0.027,-0.57,0.605
-0.051,-0.563,0.551
-0.082,-0.566,0.531
-0.113,-0.598,0.547
-0.145,-0.664,0.578
-0.16,-0.738,0.613
-0.152,-0.797,0.645
-0.121,-0.836,0.66
-0.074,-0.84,0.668
-0.02,-0.84,0.703
0.023,-0.848,0.73
0.039,-0.855,0.75
0.035,-0.844,0.766
0.008,-0.82,0.773
-0.02,-0.77,0.762
-0.043,-0.73,0.734
-0.051,-0.73,0.707
-0.059,-0.766,0.68
-0.055,-0.82,0.645
-0.047,-0.871,0.609
-0.035,-0.883,0.586
-0.023,-0.867,0.574
-0.02,-0.836,0.57
-0.02,-0.801,0.566
-0.023,-0.785,0.566
-0.035,-0.77,0.555
-0.039,-0.773,0.547
-0.059,-0.777,0.539
-0.074,-0.777,0.539
-0.09,-0.766,0.535
-0.102,-0.766,0.535
-0.121,-0.762,0.535
-0.145,-0.77,0.539
-0.164,-0.766,0.539
-0.176,-0.766,0.547
-0.191,-0.77,0.559
-0.184,-0.801,0.566
-0.176,-0.828,0.566
-0.152,-0.852,0.598
-0.133,-0.867,0.637
-0.117,-0.867,0.664
-0.117,-0.867,0.672
-0.133,-0.891,0.656
-0.137,-0.953,0.664
-0.109,-1.063,0.688
-0.047,-1.184,0.719
0.043,-1.234,0.727
0.121,-1.133,0.738
0.16,-0.934,0.758
0.195,-0.73,0.777
0.219,-0.629,0.797
0.227,-0.648,0.797
0.211,-0.754,0.777
0.156,-0.863,0.766
0.09,-0.918,0.738
0.027,-0.906,0.727
-0.016,-0.855,0.711
-0.031,-0.797,0.699
-0.031,-0.766,0.688
-0.012,-0.77,0.672
-0.004,-0.789,0.648
0.004,-0.793,0.617
0.004,-0.781,0.594
0.016,-0.758,0.578
0.027,-0.746,0.563
0.027,-0.742,0.543
0.031,-0.754,0.527
0.039,-0.762,0.516
0.031,-0.77,0.508
0.023,-0.77,0.496
0.02,-0.754,0.5
0.004,-0.738,0.512
-0.02,-0.727,0.52
-0.027,-0.707,0.543
-0.027,-0.703,0.563
-0.016,-0.707,0.574
0.004,-0.715,0.582
0.023,-0.723,0.594
0.043,-0.73,0.605
0.059,-0.734,0.605
0.07,-0.738,0.598
0.082,-0.758,0.602
0.09,-0.773,0.605
0.098,-0.789,0.609
0.109,-0.809,0.613
0.117,-0.816,0.617
0.117,-0.816,0.602
0.105,-0.816,0.59
0.105,-0.836,0.613
0.113,-0.875,0.652
0.109,-0.922,0.695
0.086,-0.957,0.719
0.078,-0.973,0.715
0.098,-1.008,0.699
0.117,-1.098,0.68
0.086,-1.223,0.668
0.0,-1.336,0.676
-0.109,-1.34,0.699
-0.203,-1.168,0.723
-0.242,-0.891,0.762
-0.23,-0.629,0.785
-0.191,-0.469,0.758
-0.168,-0.438,0.711
-0.16,-0.508,0.672
-0.152,-0.641,0.656
-0.129,-0.77,0.648
-0.098,-0.859,0.656
-0.066,-0.895,0.672
-0.031,-0.871,0.688
0.0,-0.82,0.688
0.02,-0.793,0.68
0.023,-0.785,0.664
0.012,-0.785,0.648
-0.012,-0.789,0.633
-0.043,-0.77,0.625
-0.07,-0.738,0.621
-0.086,-0.719,0.621
-0.086,-0.723,0.621
-0.07,-0.73,0.613
-0.055,-0.75,0.602
-0.035,-0.77,0.594
-0.008,-0.781,0.582
0.016,-0.789,0.578
0.027,-0.789,0.566
0.02,-0.785,0.551
0.0,-0.777,0.539
-0.027,-0.777,0.523
-0.051,-0.781,0.5
-0.066,-0.793,0.492
-0.063,-0.805,0.48
-0.063,-0.82,0.473
-0.063,-0.828,0.473
-0.07,-0.828,0.484
-0.082,-0.824,0.5
-0.098,-0.809,0.523
-0.109,-0.793,0.531
-0.102,-0.781,0.543
-0.105,-0.785,0.563
-0.098,-0.82,0.582
-0.094,-0.863,0.582
-0.098,-0.895,0.578
-0.094,-0.91,0.586
-0.09,-0.902,0.594
-0.086,-0.883,0.582
-0.098,-0.863,0.574
-0.109,-0.867,0.566
-0.109,-0.91,0.566
-0.086,-1.016,0.594
-0.035,-1.176,0.641
0.07,-1.34,0.664
0.195,-1.406,0.664
0.273,-1.297,0.684
0.281,-1.051,0.738
0.234,-0.781,0.793
0.172,-0.594,0.828
0.117,-0.539,0.844
0.074,-0.625,0.832
0.047,-0.773,0.801
0.051,-0.887,0.762
