0.16,-0.977,0.168
0.16,-0.98,0.164
0.156,-0.98,0.156
0.152,-0.98,0.16
0.156,-0.977,0.16
0.152,-0.973,0.164
0.156,-0.973,0.164
0.156,-0.977,0.164
0.156,-0.977,0.164
0.16,-0.98,0.168
0.16,-0.98,0.176
0.16,-0.98,0.172
0.156,-0.977,0.172
0.156,-0.98,0.168
0.152,-0.973,0.16
0.152,-0.977,0.164
0.152,-0.988,0.164
0.152,-0.988,0.156
0.152,-0.98,0.156
0.156,-0.977,0.16
0.156,-0.984,0.156
0.156,-0.988,0.152
0.156,-0.988,0.152
0.16,-0.984,0.16
0.156,-0.984,0.16
0.152,-0.984,0.152
0.156,-0.984,0.16
0.156,-0.98,0.156
0.156,-0.98,0.152
0.16,-0.984,0.156
0.156,-0.984,0.164
0.152,-0.98,0.164
0.152,-0.98,0.164
0.16,-0.98,0.16
0.16,-0.984,0.156
0.156,-0.984,0.16
0.152,-0.98,0.16
0.152,-0.98,0.156
0.152,-0.98,0.156
0.152,-0.98,0.16
0.152,-0.98,0.156
0.152,-0.98,0.16
0.156,-0.98,0.16
0.156,-0.988,0.16
0.156,-0.984,0.16
0.16,-0.98,0.164
0.156,-0.98,0.16
0.156,-0.984,0.156
0.164,-0.984,0.152
0.164,-0.984,0.152
0.164,-0.984,0.156
0.156,-0.98,0.152
0.152,-0.977,0.148
0.156,-0.973,0.145
0.16,-0.984,0.148
0.168,-0.988,0.156
0.168,-0.98,0.164
0.168,-0.98,0.168
0.16,-0.973,0.168
0.156,-0.973,0.168
0.152,-0.984,0.164
0.152,-0.988,0.164
0.152,-0.984,0.16
0.152,-0.984,0.164
0.156,-0.977,0.16
0.156,-0.977,0.16
0.156,-0.977,0.156
0.152,-0.98,0.156
0.152,-0.977,0.156
0.152,-0.977,0.16
0.156,-0.98,0.164
0.16,-0.98,0.164
0.16,-0.98,0.164
0.156,-0.98,0.168
0.156,-0.988,0.168
0.148,-0.988,0.164
0.156,-0.988,0.168
0.152,-0.98,0.164
0.156,-0.973,0.16
0.164,-0.984,0.156
0.164,-0.984,0.152
0.156,-0.984,0.16
0.152,-0.988,0.164
0.152,-0.988,0.164
0.156,-0.984,0.164
0.156,-0.984,0.164
0.152,-0.98,0.164
0.156,-0.98,0.164
0.156,-0.98,0.168
0.156,-0.98,0.168
0.156,-0.98,0.168
0.156,-0.98,0.168
0.152,-0.98,0.168
0.152,-0.984,0.168
0.152,-0.977,0.164
0.152,-0.98,0.164
0.152,-0.98,0.164
0.152,-0.98,0.168
0.152,-0.984,0.168
0.152,-0.984,0.168
0.152,-0.984,0.164
0.152,-0.984,0.164
0.156,-0.984,0.168
0.156,-0.984,0.164
0.156,-0.984,0.164
0.152,-0.98,0.168
0.152,-0.98,0.168
0.156,-0.98,0.168
0.156,-0.98,0.172
0.156,-0.98,0.164
0.156,-0.984,0.164
0.152,-0.984,0.164
0.152,-0.984,0.168
0.156,-0.988,0.164
0.156,-0.984,0.168
0.156,-0.977,0.168
0.164,-0.977,0.176
0.16,-0.98,0.176
0.16,-0.977,0.172
0.156,-0.984,0.168
0.156,-0.992,0.172
0.152,-0.988,0.172
0.152,-0.98,0.168
0.152,-0.977,0.168
0.152,-0.98,0.164
0.145,-0.98,0.168
0.152,-0.98,0.176
0.156,-0.98,0.172
0.152,-0.977,0.172
0.156,-0.977,0.172
0.156,-0.98,0.168
0.16,-0.98,0.168
0.16,-0.98,0.168
0.156,-0.984,0.168
0.16,-0.98,0.164
0.156,-0.984,0.168
0.16,-0.977,0.168
0.156,-0.977,0.168
0.156,-0.98,0.168
0.16,-0.988,0.168
0.156,-0.984,0.168
0.156,-0.984,0.172
0.152,-0.984,0.168
0.152,-0.984,0.168
0.156,-0.984,0.168
0.16,-0.984,0.172
0.16,-0.98,0.168
0.156,-0.977,0.168
0.156,-0.977,0.172
0.16,-0.973,0.172
0.164,-0.973,0.168
0.16,-0.977,0.168
0.156,-0.977,0.168
0.152,-0.98,0.168
0.152,-0.98,0.172
0.152,-0.98,0.172
0.156,-0.98,0.172
0.164,-0.977,0.176
0.16,-0.984,0.172
0.152,-0.984,0.176
0.156,-0.988,0.176
0.156,-0.984,0.172
0.16,-0.98,0.172
0.156,-0.977,0.168
0.156,-0.98,0.164
0.152,-0.977,0.172
0.152,-0.977,0.168
0.156,-0.977,0.168
0.156,-0.98,0.168
0.152,-0.984,0.172
0.148,-0.984,0.172
0.152,-0.984,0.172
0.156,-0.988,0.172
0.156,-0.988,0.176
0.156,-0.98,0.18
0.152,-0.977,0.18
0.152,-0.98,0.18
0.156,-0.98,0.176
0.152,-0.984,0.172
0.152,-0.988,0.172
0.152,-0.984,0.176
0.148,-0.977,0.172
0.148,-0.977,0.168
0.152,-0.984,0.168
0.152,-0.98,0.168
0.156,-0.98,0.168
0.156,-0.98,0.176
0.156,-0.98,0.18
0.152,-0.98,0.18
0.152,-0.98,0.18
0.156,-0.98,0.176
0.156,-0.977,0.172
0.152,-0.98,0.172
0.156,-0.984,0.168
0.152,-0.984,0.168
0.152,-0.977,0.172
0.156,-0.973,0.172
0.152,-0.984,0.168
0.152,-0.984,0.168
0.152,-0.984,0.164
0.152,-0.984,0.168
0.152,-0.984,0.168
0.156,-0.984,0.168
0.156,-0.984,0.164
0.152,-0.988,0.164
0.16,-0.984,0.168
0.16,-0.98,0.168
0.156,-0.98,0.168
0.152,-0.98,0.168
0.152,-0.98,0.168
0.156,-0.98,0.168
0.156,-0.98,0.168
0.156,-0.977,0.168
0.156,-0.977,0.168
0.152,-0.984,0.168
0.152,-0.977,0.168
0.152,-0.977,0.168
0.152,-0.98,0.168
0.156,-0.984,0.172
0.152,-0.984,0.168
0.152,-0.984,0.168
0.156,-0.984,0.168
0.156,-0.984,0.168
0.16,-0.98,0.16
0.16,-0.977,0.16
0.148,-0.977,0.156
0.152,-0.98,0.16
0.156,-0.98,0.16
0.156,-0.984,0.164
0.156,-0.98,0.164
0.152,-0.977,0.156
0.152,-0.98,0.16
0.152,-0.988,0.168
0.164,-0.988,0.168
0.168,-0.984,0.176
0.164,-0.98,0.176
0.16,-0.98,0.176
0.156,-0.973,0.176
0.156,-0.984,0.168
0.156,-0.988,0.164
0.156,-0.984,0.156
0.16,-0.973,0.16
0.16,-0.973,0.164
0.16,-0.969,0.168
0.164,-0.973,0.168
0.16,-0.977,0.164
0.156,-0.98,0.168
0.152,-0.98,0.168
0.152,-0.977,0.168
0.156,-0.98,0.168
0.152,-0.98,0.168
0.152,-0.984,0.168
0.152,-0.988,0.168
0.16,-0.992,0.168
0.16,-0.984,0.168
0.164,-0.977,0.168
0.16,-0.977,0.168
0.156,-0.984,0.164
0.16,-0.984,0.16
0.156,-0.977,0.16
0.156,-0.977,0.16
0.156,-0.98,0.16
0.156,-0.98,0.16
0.16,-0.98,0.16
0.156,-0.98,0.164
0.156,-0.984,0.164
0.156,-0.984,0.164
0.16,-0.984,0.164
0.16,-0.984,0.164
0.164,-0.984,0.168
0.16,-0.98,0.168
0.156,-0.98,0.168
0.152,-0.984,0.164
0.156,-0.984,0.164
0.156,-0.98,0.164
0.145,-0.98,0.164
0.156,-0.984,0.164
0.156,-0.984,0.156
0.156,-0.98,0.156
0.156,-0.98,0.16
0.156,-0.98,0.164
0.156,-0.98,0.164
0.156,-0.98,0.164
0.156,-0.98,0.168
0.156,-0.984,0.168
0.156,-0.98,0.164
0.156,-0.98,0.168
0.156,-0.984,0.168
0.152,-0.988,0.164
0.152,-0.984,0.164
0.152,-0.984,0.156
0.152,-0.988,0.156
0.152,-0.992,0.16
0.156,-0.984,0.168
0.16,-0.977,0.172
0.16,-0.977,0.176
0.16,-0.977,0.172
0.156,-0.98,0.168
0.152,-0.992,0.168
0.156,-0.984,0.164
0.152,-0.98,0.168
0.152,-0.98,0.168
0.156,-0.977,0.16
0.156,-0.98,0.164
0.152,-0.98,0.164
0.152,-0.98,0.168
0.152,-0.973,0.168
0.156,-0.973,0.168
0.156,-0.977,0.176
0.156,-0.98,0.18
0.152,-0.98,0.176
0.156,-0.98,0.172
0.152,-0.988,0.172
0.152,-0.988,0.172
0.152,-0.98,0.168
0.152,-0.973,0.168
0.152,-0.977,0.168
0.156,-0.984,0.168
0.152,-0.984,0.168
0.152,-0.98,0.168
0.152,-0.98,0.172
0.152,-0.98,0.172
0.152,-0.98,0.172
0.152,-0.984,0.172
0.156,-0.984,0.172
0.148,-0.98,0.172
0.152,-0.977,0.18
0.156,-0.977,0.172
0.156,-0.977,0.172
0.156,-0.98,0.172
0.156,-0.98,0.172
0.156,-0.98,0.172
0.156,-0.977,0.176
0.156,-0.98,0.176
0.156,-0.973,0.172
0.152,-0.977,0.172
0.156,-0.977,0.168
0.156,-0.977,0.172
0.156,-0.98,0.172
0.152,-0.98,0.176
0.156,-0.98,0.172
0.152,-0.984,0.172
0.156,-0.984,0.172
0.156,-0.977,0.168
0.156,-0.977,0.168
0.152,-0.98,0.168
0.156,-0.984,0.168
0.152,-0.977,0.168
0.152,-0.98,0.164
0.148,-0.98,0.168
0.16,-0.984,0.168
0.164,-0.988,0.164
0.168,-0.984,0.168
0.168,-0.977,0.172
0.168,-0.977,0.172
0.164,-0.98,0.172
0.16,-0.988,0.172
0.16,-0.988,0.164
0.156,-0.988,0.164
0.156,-0.98,0.164
0.16,-0.977,0.168
0.156,-0.977,0.168
0.156,-0.977,0.168
0.156,-0.977,0.168
0.16,-0.98,0.168
0.16,-0.98,0.172
0.16,-0.98,0.176
0.156,-0.984,0.176
0.156,-0.984,0.176
0.152,-0.977,0.176
0.152,-0.977,0.172
0.152,-0.984,0.176
0.152,-0.988,0.172
0.152,-0.98,0.172
0.152,-0.977,0.172
0.148,-0.977,0.172
0.152,-0.98,0.172
0.152,-0.984,0.172
0.148,-0.98,0.176
0.148,-0.977,0.172
0.152,-0.973,0.176
0.152,-0.98,0.176
0.152,-0.984,0.176
0.152,-0.977,0.176
0.152,-0.977,0.172
0.152,-0.977,0.176
0.152,-0.973,0.176
0.152,-0.977,0.18
0.152,-0.977,0.176
0.156,-0.98,0.172
0.152,-0.984,0.18
0.16,-0.98,0.18
0.156,-0.98,0.176
0.156,-0.98,0.172
0.156,-0.984,0.172
0.16,-0.98,0.172
0.16,-0.973,0.172
0.156,-0.969,0.172
0.16,-0.973,0.172
0.16,-0.977,0.172
0.156,-0.98,0.172
0.16,-0.977,0.172
0.164,-0.98,0.172
0.156,-0.977,0.172
0.16,-0.977,0.176
0.16,-0.973,0.176
0.164,-0.973,0.172
0.168,-0.973,0.172
0.156,-0.969,0.172
0.156,-0.977,0.172
0.16,-0.984,0.168
0.164,-0.984,0.172
0.164,-0.98,0.18
0.164,-0.98,0.18
0.156,-0.98,0.18
0.16,-0.98,0.176
0.156,-0.988,0.172
0.156,-0.984,0.168
0.152,-0.98,0.172
0.152,-0.977,0.172
0.152,-0.984,0.168
0.152,-0.98,0.168
0.16,-0.973,0.168
0.156,-0.977,0.176
0.156,-0.977,0.172
0.152,-0.977,0.172
0.156,-0.977,0.172
0.16,-0.98,0.172
0.156,-0.977,0.172
0.152,-0.977,0.168
0.156,-0.984,0.172
0.156,-0.988,0.172
0.156,-0.984,0.168
0.156,-0.984,0.172
0.156,-0.977,0.172
0.16,-0.984,0.172
0.16,-0.984,0.172
0.16,-0.98,0.172
0.156,-0.98,0.172
0.156,-0.98,0.172
0.152,-0.98,0.168
0.156,-0.984,0.172
0.16,-0.984,0.176
0.156,-0.984,0.172
0.156,-0.984,0.172
0.156,-0.984,0.172
0.164,-0.977,0.172
0.16,-0.98,0.172
0.16,-0.98,0.172
0.16,-0.977,0.172
0.156,-0.977,0.168
0.156,-0.977,0.172
0.156,-0.98,0.172
0.152,-0.98,0.172
0.156,-0.988,0.172
0.156,-0.984,0.168
0.156,-0.984,0.172
0.156,-0.98,0.172
0.156,-0.977,0.172
0.156,-0.977,0.168
0.152,-0.984,0.168
0.156,-0.973,0.168
0.156,-0.973,0.168
0.16,-0.977,0.168
0.16,-0.98,0.172
0.156,-0.977,0.172
0.156,-0.977,0.168
0.152,-0.977,0.168
0.152,-0.973,0.164
0.156,-0.98,0.16
0.16,-0.988,0.164
0.164,-0.984,0.168
0.164,-0.984,0.168
0.164,-0.977,0.176
0.16,-0.977,0.176
0.148,-0.98,0.172
0.152,-0.992,0.172
0.156,-0.988,0.168
0.156,-0.98,0.164
0.156,-0.977,0.168
0.156,-0.973,0.164
0.156,-0.973,0.164
0.156,-0.98,0.164
0.152,-0.984,0.164
0.156,-0.98,0.168
0.16,-0.98,0.168
0.16,-0.984,0.172
0.16,-0.984,0.172
0.156,-0.984,0.168
0.156,-0.984,0.168
0.156,-0.988,0.168
0.16,-0.984,0.164
0.156,-0.977,0.168
0.156,-0.973,0.168
0.152,-0.969,0.16
0.152,-0.977,0.164
0.156,-0.984,0.164
0.152,-0.984,0.16
0.152,-0.98,0.172
0.152,-0.98,0.172
0.152,-0.977,0.168
0.152,-0.98,0.168
0.156,-0.984,0.16
0.156,-0.984,0.156
0.156,-0.988,0.152
0.16,-0.988,0.141
0.16,-0.984,0.133
0.152,-0.988,0.129
0.152,-0.992,0.117
0.156,-0.992,0.105
0.168,-1,0.102
0.191,-1.02,0.102
0.211,-1.043,0.102
0.223,-1.039,0.113
0.23,-1.031,0.125
0.223,-1.016,0.129
0.219,-1.004,0.117
0.219,-1.012,0.113
0.215,-1.02,0.109
0.199,-1,0.117
0.191,-0.965,0.129
0.18,-0.922,0.141
0.18,-0.887,0.152
0.184,-0.879,0.168
0.195,-0.887,0.188
0.195,-0.902,0.219
0.207,-0.918,0.254
0.207,-0.922,0.277
0.211,-0.941,0.309
0.215,-0.961,0.332
0.227,-0.977,0.352
0.23,-0.98,0.363
0.23,-0.969,0.379
0.223,-0.957,0.387
0.219,-0.938,0.379
0.203,-0.941,0.371
0.195,-0.945,0.355
0.195,-0.957,0.34
0.191,-0.969,0.332
0.188,-0.973,0.328
0.184,-0.973,0.332
0.172,-0.984,0.328
0.156,-1.012,0.324
0.137,-1.035,0.313
0.125,-1.043,0.309
0.125,-0.996,0.324
0.121,-0.992,0.336
0.125,-0.984,0.352
0.133,-0.949,0.359
0.148,-0.879,0.379
0.145,-0.813,0.426
0.152,-0.832,0.449
0.156,-0.824,0.457
0.145,-0.828,0.473
0.141,-0.816,0.504
0.148,-0.793,0.539
0.16,-0.762,0.578
0.156,-0.727,0.609
0.156,-0.707,0.629
0.152,-0.691,0.641
0.148,-0.68,0.645
0.148,-0.672,0.652
0.145,-0.684,0.66
0.148,-0.66,0.676
0.148,-0.66,0.691
0.148,-0.652,0.699
0.145,-0.641,0.703
0.148,-0.625,0.707
0.156,-0.621,0.715
0.16,-0.617,0.723
0.168,-0.617,0.719
0.176,-0.613,0.73
0.18,-0.617,0.746
0.195,-0.629,0.754
0.211,-0.633,0.758
0.211,-0.629,0.75
0.203,-0.625,0.754
0.191,-0.613,0.746
0.191,-0.613,0.738
0.195,-0.621,0.73
0.207,-0.645,0.727
0.199,-0.66,0.727
0.188,-0.668,0.727
0.195,-0.691,0.73
0.195,-0.707,0.723
0.199,-0.711,0.723
0.199,-0.715,0.707
0.203,-0.723,0.68
0.23,-0.727,0.652
0.246,-0.766,0.617
0.242,-0.781,0.578
0.234,-0.777,0.555
0.219,-0.777,0.531
0.191,-0.758,0.527
0.152,-0.746,0.531
0.117,-0.766,0.547
0.09,-0.801,0.543
0.078,-0.871,0.551
0.063,-0.93,0.539
0.055,-0.945,0.535
0.055,-0.938,0.531
0.059,-0.941,0.516
0.078,-0.969,0.5
0.109,-0.977,0.477
0.129,-0.992,0.453
0.141,-0.996,0.438
0.145,-0.973,0.418
0.148,-0.949,0.406
0.145,-0.926,0.398
0.133,-0.902,0.387
0.129,-0.891,0.383
0.121,-0.879,0.383
0.098,-0.883,0.367
0.082,-0.902,0.352
0.078,-0.918,0.332
0.074,-0.91,0.332
0.07,-0.898,0.336
0.063,-0.895,0.34
0.043,-0.879,0.344
0.035,-0.867,0.344
0.023,-0.875,0.332
0.027,-0.891,0.32
0.027,-0.918,0.313
0.027,-0.941,0.305
0.039,-0.949,0.309
0.027,-0.953,0.32
0.027,-0.957,0.348
0.027,-0.961,0.359
0.016,-0.98,0.367
0.023,-1.012,0.367
0.027,-1.051,0.363
0.027,-1.074,0.359
0.027,-1.086,0.359
0.027,-1.082,0.363
0.02,-1.086,0.359
0.02,-1.094,0.348
0.027,-1.129,0.313
0.043,-1.203,0.285
0.078,-1.305,0.273
0.137,-1.375,0.273
0.164,-1.352,0.297
0.137,-1.258,0.355
0.09,-1.16,0.41
0.059,-1.102,0.441
0.039,-1.047,0.449
0.027,-0.973,0.457
0.02,-0.898,0.445
0.035,-0.836,0.422
0.059,-0.805,0.387
0.094,-0.785,0.352
0.137,-0.758,0.324
0.168,-0.734,0.305
0.191,-0.723,0.285
0.215,-0.738,0.289
0.227,-0.785,0.301
0.234,-0.832,0.324
0.238,-0.859,0.352
0.238,-0.863,0.387
0.238,-0.84,0.41
0.23,-0.84,0.426
0.223,-0.863,0.426
0.219,-0.898,0.414
0.203,-0.926,0.395
0.188,-0.93,0.383
0.168,-0.918,0.363
0.156,-0.902,0.348
0.152,-0.887,0.332
0.145,-0.891,0.309
0.145,-0.883,0.285
0.148,-0.891,0.273
0.152,-0.895,0.262
0.156,-0.891,0.25
0.156,-0.887,0.238
0.156,-0.891,0.227
0.156,-0.891,0.211
0.145,-0.891,0.199
0.148,-0.902,0.195
0.148,-0.906,0.191
0.156,-0.902,0.191
0.168,-0.902,0.191
0.176,-0.898,0.195
0.184,-0.891,0.207
0.188,-0.871,0.215
0.195,-0.855,0.223
0.199,-0.836,0.23
0.211,-0.824,0.25
0.215,-0.813,0.273
0.227,-0.824,0.289
0.238,-0.859,0.289
0.25,-0.906,0.281
0.27,-0.953,0.273
0.293,-0.996,0.273
0.324,-1.012,0.281
0.352,-1.031,0.293
0.383,-1.066,0.305
0.422,-1.156,0.281
0.461,-1.402,0.27
0.426,-1.68,0.262
0.266,-1.766,0.316
0.098,-1.57,0.496
0.023,-1.23,0.68
0.008,-0.953,0.727
0.031,-0.801,0.641
0.059,-0.746,0.508
0.074,-0.746,0.371
0.063,-0.773,0.262
0.055,-0.828,0.18
0.063,-0.914,0.137
0.078,-0.992,0.133
0.074,-1.023,0.184
0.063,-0.977,0.27
0.047,-0.891,0.363
0.047,-0.813,0.438
0.07,-0.813,0.477
0.109,-0.879,0.477
0.137,-0.938,0.453
0.145,-0.938,0.445
0.137,-0.898,0.438
0.125,-0.852,0.414
0.117,-0.824,0.371
0.125,-0.824,0.324
0.129,-0.84,0.281
0.129,-0.859,0.234
0.129,-0.867,0.207
0.125,-0.867,0.191
0.113,-0.852,0.18
0.117,-0.84,0.176
0.109,-0.848,0.164
0.105,-0.855,0.148
0.105,-0.879,0.148
0.102,-0.898,0.148
0.094,-0.91,0.156
0.09,-0.914,0.168
0.078,-0.918,0.184
0.063,-0.914,0.195
0.047,-0.906,0.223
0.035,-0.898,0.246
0.016,-0.902,0.262
0.004,-0.922,0.27
0.004,-0.949,0.27
0.012,-0.988,0.266
0.027,-1.031,0.254
0.039,-1.07,0.238
0.043,-1.094,0.234
0.043,-1.113,0.227
0.047,-1.121,0.227
0.035,-1.121,0.23
0.008,-1.125,0.238
-0.02,-1.133,0.23
-0.031,-1.184,0.223
-0.004,-1.246,0.219
0.059,-1.266,0.211
0.137,-1.211,0.23
0.203,-1.109,0.262
0.262,-1.023,0.289
0.301,-0.949,0.301
0.336,-0.895,0.297
0.355,-0.863,0.293
0.359,-0.867,0.285
0.359,-0.914,0.293
0.352,-0.988,0.301
0.332,-1.031,0.324
0.309,-1.027,0.352
0.289,-0.992,0.375
0.285,-0.961,0.379
0.285,-0.969,0.367
0.289,-0.98,0.348
0.27,-0.98,0.324
0.242,-0.965,0.301
0.215,-0.934,0.277
0.188,-0.906,0.25
0.168,-0.879,0.219
0.156,-0.852,0.191
0.148,-0.832,0.164
0.141,-0.809,0.148
0.137,-0.789,0.137
0.141,-0.781,0.141
0.141,-0.781,0.137
0.145,-0.781,0.137
0.141,-0.785,0.137
0.148,-0.785,0.137
0.141,-0.785,0.137
0.141,-0.809,0.141
0.133,-0.824,0.145
0.125,-0.844,0.137
0.125,-0.863,0.152
0.125,-0.883,0.16
0.125,-0.895,0.176
0.137,-0.895,0.199
0.145,-0.891,0.234
0.148,-0.875,0.258
0.16,-0.867,0.277
0.176,-0.871,0.289
0.188,-0.887,0.277
0.199,-0.926,0.254
0.207,-0.988,0.227
0.223,-1.055,0.199
0.238,-1.117,0.18
0.262,-1.164,0.172
0.285,-1.188,0.172
0.309,-1.219,0.172
0.34,-1.328,0.188
0.352,-1.504,0.215
0.305,-1.625,0.242
0.223,-1.563,0.32
0.152,-1.348,0.434
0.105,-1.145,0.496
0.082,-1.008,0.496
0.074,-0.898,0.441
0.086,-0.797,0.367
0.098,-0.738,0.293
0.109,-0.75,0.223
0.129,-0.828,0.16
0.164,-0.957,0.098
0.195,-1.078,0.059
0.188,-1.105,0.078
0.148,-1.027,0.152
0.113,-0.891,0.246
0.094,-0.793,0.313
0.109,-0.805,0.336
0.148,-0.875,0.324
0.188,-0.941,0.297
0.199,-0.941,0.293
0.191,-0.891,0.305
0.18,-0.824,0.313
0.168,-0.785,0.301
0.18,-0.781,0.281
0.184,-0.801,0.246
0.184,-0.82,0.215
0.18,-0.832,0.195
0.164,-0.816,0.18
0.148,-0.805,0.172
0.133,-0.797,0.156
0.121,-0.809,0.152
0.109,-0.82,0.141
0.105,-0.832,0.148
0.102,-0.836,0.16
0.094,-0.848,0.195
0.078,-0.852,0.234
0.066,-0.844,0.281
0.043,-0.836,0.336
0.023,-0.832,0.375
0.008,-0.848,0.387
0.008,-0.887,0.375
0.02,-0.957,0.336
0.047,-1.039,0.289
0.074,-1.109,0.227
0.086,-1.145,0.184
0.086,-1.164,0.168
0.078,-1.184,0.188
0.07,-1.238,0.211
0.082,-1.32,0.25
0.141,-1.383,0.281
0.219,-1.367,0.336
0.289,-1.258,0.402
0.332,-1.133,0.457
0.344,-1.043,0.469
0.344,-0.992,0.453
0.34,-0.977,0.402
0.32,-0.992,0.359
0.301,-1.023,0.34
0.277,-1.074,0.332
0.262,-1.105,0.332
0.254,-1.078,0.34
0.246,-1.02,0.355
0.238,-0.957,0.355
0.219,-0.934,0.344
0.188,-0.941,0.336
0.152,-0.941,0.316
0.121,-0.926,0.301
0.102,-0.883,0.289
0.102,-0.828,0.277
0.105,-0.789,0.27
0.117,-0.762,0.25
0.129,-0.746,0.223
0.121,-0.754,0.199
0.133,-0.758,0.191
0.141,-0.754,0.184
0.145,-0.754,0.188
0.145,-0.754,0.195
0.133,-0.742,0.195
0.129,-0.742,0.199
0.133,-0.758,0.191
0.137,-0.785,0.18
0.137,-0.824,0.172
0.141,-0.855,0.176
0.148,-0.879,0.188
0.16,-0.879,0.211
0.172,-0.871,0.242
0.184,-0.855,0.281
0.191,-0.82,0.32
0.203,-0.785,0.348
0.215,-0.785,0.352
0.234,-0.824,0.34
0.254,-0.906,0.313
0.273,-0.988,0.277
0.285,-1.055,0.238
0.297,-1.105,0.207
0.301,-1.148,0.199
0.301,-1.191,0.199
0.309,-1.281,0.227
0.328,-1.438,0.27
0.301,-1.563,0.32
0.215,-1.547,0.418
0.133,-1.379,0.547
0.074,-1.172,0.637
0.059,-1.008,0.656
0.063,-0.879,0.621
0.074,-0.781,0.535
0.094,-0.73,0.441
0.141,-0.742,0.363
0.195,-0.832,0.305
0.242,-0.98,0.238
0.262,-1.105,0.184
0.234,-1.109,0.191
0.156,-1.016,0.258
0.09,-0.914,0.336
0.063,-0.844,0.387
0.082,-0.848,0.402
0.133,-0.891,0.383
0.184,-0.91,0.363
0.199,-0.891,0.352
0.191,-0.848,0.348
0.176,-0.809,0.34
0.16,-0.781,0.316
0.145,-0.77,0.297
0.148,-0.781,0.27
0.156,-0.789,0.246
0.156,-0.793,0.223
0.156,-0.793,0.207
0.156,-0.785,0.191
0.156,-0.785,0.188
0.152,-0.797,0.176
0.152,-0.816,0.172
0.152,-0.844,0.176
0.156,-0.859,0.195
0.152,-0.859,0.227
0.137,-0.836,0.258
0.105,-0.805,0.293
0.082,-0.773,0.324
0.059,-0.789,0.336
0.059,-0.84,0.328
0.078,-0.914,0.309
0.102,-1.008,0.289
0.113,-1.07,0.27
0.117,-1.102,0.262
0.105,-1.117,0.258
0.09,-1.121,0.262
0.07,-1.117,0.277
0.039,-1.117,0.297
0.012,-1.137,0.32
0.035,-1.195,0.336
0.113,-1.242,0.328
0.215,-1.211,0.313
0.32,-1.141,0.316
0.41,-1.117,0.34
0.492,-1.148,0.332
0.547,-1.156,0.316
0.516,-1.113,0.344
0.402,-1.035,0.406
0.277,-0.992,0.465
0.188,-0.996,0.5
0.133,-1.027,0.508
0.125,-1.039,0.5
0.148,-1.008,0.484
0.176,-0.949,0.465
0.199,-0.906,0.426
0.203,-0.895,0.387
0.191,-0.895,0.352
0.184,-0.887,0.32
0.172,-0.859,0.305
0.156,-0.816,0.285
0.152,-0.773,0.266
0.152,-0.75,0.254
0.152,-0.738,0.238
0.145,-0.742,0.215
0.152,-0.75,0.199
0.156,-0.742,0.188
0.152,-0.738,0.18
0.152,-0.738,0.18
0.156,-0.754,0.176
0.156,-0.785,0.172
0.172,-0.813,0.16
0.172,-0.824,0.152
0.172,-0.84,0.156
0.168,-0.852,0.156
0.168,-0.867,0.152
0.168,-0.879,0.16
0.172,-0.879,0.18
0.176,-0.859,0.211
0.176,-0.816,0.25
0.188,-0.773,0.293
0.215,-0.75,0.332
